tenant_page_url,tenant_logo_url,category,subcategory,tenant_name,tenant_photo_url,buildings,floors,products,where_to_park,pickup_point_stripped,takeaway,contact_phone_stripped,catalogue,whatsapp_chat,go_food,grab_food,shopee_food
https://www.malkelapagading.com/directory/kimukatsu,http://images.malkelapagading.com/tenant/Kimukatsulogo-87.jpg,Dining,F & B Delivery,Kimukatsu,http://images.malkelapagading.com/tenant/Kimukatsufoto-48.jpg,['MKG-3'],['Lantai 3 R 03A'],Millefeuile Katsu Aneka Rasa,Gedung Parkir 2/3,Atrium MKG 3,,,,available,available,available,
https://www.malkelapagading.com/directory/kintan-buffet,http://images.malkelapagading.com/tenant/Kintan-Buffetlogo.jpg,Dining,Food & Beverages,Kintan Buffet,http://images.malkelapagading.com/tenant/Kintan-Buffetfoto.jpg,['MKG-3'],['Lantai 2 43B-C'],All You Can Eat Japanese Yakiniku Buffet,Gedung Parkir 3 Lantai 2,,,02145853796,,,,,
https://www.malkelapagading.com/directory/kitchenette,http://images.malkelapagading.com/tenant/Kitchenettelogo.jpg,Dining,Food & Beverages,Kitchenette,http://images.malkelapagading.com/tenant/Kitchenettefoto.jpg,['MKG-3'],['Lantai Dasar 12'],"Fusion Asian-Western food: salad, soup, breakfast, fries, pasta, steak, fish n chips, crepes, galette, fried rice, juice, coffee, mocktail",Gedung Parkir 3 Basement,,,02145853948,,,,,
https://www.malkelapagading.com/directory/kkuldak,http://images.malkelapagading.com/tenant/Kkuldaklogo.jpg,Dining,F & B Delivery,Kkuldak,http://images.malkelapagading.com/tenant/Kkuldakfoto.jpg,['MKG-3'],['Lantai 3 FCI-06A'],"Chicken Ball, Chicken Wings",Gedung Parkir 5 Lantai 3,Atrium MKG 3,,02145848977,,,available,available,
https://www.malkelapagading.com/directory/koi-teppanyaki,http://images.malkelapagading.com/tenant/Koi-Teppanyakilogo.jpg,Dining,Food Temptation,Koi Teppanyaki,http://images.malkelapagading.com/tenant/Koi-Teppanyakifoto.jpg,['MKG-3'],['Lantai 3 FCI-09'],Teppanyaki,Gedung Parkir 3,,,02145853616,,,,,
https://www.malkelapagading.com/directory/kokumi,http://images.malkelapagading.com/tenant/KOKUMIlogo.jpg,Dining,F & B Delivery,KOKUMI,http://images.malkelapagading.com/tenant/KOKUMIfoto.jpg,['MKG-2'],['Lantai 2 K 219'],"Cheese Macchiato Thai Tea, Avocado Mocha Macchiato, Cheese Macchiato Mango, Cheese Macchiato Kiwi, Cheese Macchiato Strawberry, Cheese Macchiato Greentea, Cheese Macchiato Oolong Tea, Cheese Macchiato Ovomaltine, Unicorn Drink,",Gedung Parkir 2 Lantai 2,MKG 1 Lantai Dasar,,,,available,available,available,
https://www.malkelapagading.com/directory/kopi-dibawahtangga,http://images.malkelapagading.com/tenant/Kopi-dibawahtanggalogo-25.jpg,Dining,F & B Delivery,Kopi dibawahtangga,http://images.malkelapagading.com/tenant/Kopi-dibawahtanggafoto-19.jpg,['MKG-3'],['Basement Basement'],"Coffee Shop, Kopi Susu",Gedung Parkir 3 Basement P1/P1A,Atrium MKG 3,,,,,available,,
https://www.malkelapagading.com/directory/kopi-janji-jiwa,http://images.malkelapagading.com/tenant/Janji-Jiwa-Xlogo-7.jpg,Dining,Food Temptation,Kopi Janji Jiwa,http://images.malkelapagading.com/tenant/Janji-Jiwa-Xfoto-15.jpg,['MKG-3'],['Lantai 3 K-07'],"Coffee, Es Kopi Susu",Gedung Parkir 3 Basement,,,,,,,,
https://www.malkelapagading.com/directory/kopi-kenangan,http://images.malkelapagading.com/tenant/Kopi-Kenanganlogo.jpg,Dining,F & B Delivery,Kopi Kenangan,http://images.malkelapagading.com/tenant/Kopi-Kenanganfoto.jpg,['Gading Walk'],['Lantai Dasar I-03A'],"Coffee shop, kopi susu, latte, kopi hitam, teh susu, teh tarik, shake, green tea, milo",Gedung Parkir 2 Basement,,allowed,,,,available,available,
https://www.malkelapagading.com/directory/kopi-luwak,http://images.malkelapagading.com/tenant/Kopi-Luwaklogo.jpg,Dining,Food & Beverages,Kopi Luwak,http://images.malkelapagading.com/tenant/Kopi-Luwakfoto1.jpg,['MKG-2'],['Lantai Dasar 146 & 148A'],"Coffee, Luwak, Tea, Smoothies, Nasi Goreng Kampoeng,  Ayam Bakar Rica-rica, Nasi Rames Rendang Sapi, Ayam Goreng Lengkuas, Tongseng, Sate Sapi, Salad, Pasta",Gedung Parkir 2 Basement P1/P1A,,,02145854155,,,,,
https://www.malkelapagading.com/directory/krispy-kreme,http://images.malkelapagading.com/tenant/Krispy-Kreme-Doughnutlogo.jpg,Dining,Food & Beverages,Krispy Kreme Doughnut,http://images.malkelapagading.com/tenant/Krispy-Kreme-Doughnutfoto1.jpg,['MKG-3'],['Lantai Dasar FoodHall Area'],"Doughnut, coffee, frozen blend, cake",Gedung Parkir 2 Basement P1A,,,085710182802,,,,,
https://www.malkelapagading.com/directory/kwetiau-sapi-kelapa-gading,http://images.malkelapagading.com/tenant/Kwetiau-Sapi-Kelapa-Gadinglogo3.jpg,Dining,F & B Delivery,Kwetiau Sapi Kelapa Gading,http://images.malkelapagading.com/tenant/Kwetiau-Sapi-Kelapa-Gadingfoto.jpg,['MKG-3'],['Lantai 3 FCL-19'],Kwetiau Sapi Goreng/Bun/Kuah,"Gedung Parkir 2 Basement P1/P1A, Parkir L6/L5",,,,,,available,,
https://www.malkelapagading.com/directory/kyo-chon,http://images.malkelapagading.com/tenant/KyoChon-Chickenlogo-8.jpg,Dining,F & B Delivery,KyoChon Chicken,http://images.malkelapagading.com/tenant/KyoChon-Chickenfoto-4.jpg,['MKG-2'],['Lantai 2 314'],Chicken Wings,Gedung Parkir 2 Lt. 3 P3/P3A,,,02145853822,available,available,available,available,
https://www.malkelapagading.com/directory/lakon,http://images.malkelapagading.com/tenant/LAKONlogo-67.jpg,Shopping,Fashion & Accesories,LAKON,http://images.malkelapagading.com/tenant/LAKONfoto.jpg,['MKG-3'],['Lantai 1 45'],Fashion | Beauty | Lifestyle | Art,Gedung Parkir 3,,,02145865020,available,available,,,
https://www.malkelapagading.com/directory/land-of-zoomoov,http://images.malkelapagading.com/tenant/Land-of-Zoomoovlogo-16.jpg,Shopping,"Kids, Toys, Maternity",Land of Zoomoov,http://images.malkelapagading.com/tenant/Land-of-Zoomoovfoto-89.jpg,['MKG-3'],['Lantai 2 12'],Children`s Play Area include Craft and Escape Rooms,P2,,,02145876423,,,,available,available
https://www.malkelapagading.com/directory/lavalen-hair-care,http://images.malkelapagading.com/tenant/Lavalenlogo-5.jpg,Shopping,Health & Beauty,Lavalen,http://images.malkelapagading.com/tenant/Lavalenfoto-8.jpg,['MKG-3'],['Lantai 2 A-23'],Jasa perawatan rambut,Gedung Parkir 3,,,02145853667,,,,,
https://www.malkelapagading.com/directory/levis,http://images.malkelapagading.com/tenant/Levislogo.jpg,Shopping,Fashion & Accesories,Levi's,http://images.malkelapagading.com/tenant/Levisfoto.jpg,['MKG-2'],['Lantai 1 242-244-246'],Jeans dan Pakaian,Gedung Parkir 2 Lt. 2 P2/P2A,,,0214529680,,,,,
https://www.malkelapagading.com/directory/lewis-emma,http://images.malkelapagading.com/tenant/Lewis-Emmalogo-15.jpg,Shopping,Fashion & Accesories,Lewis Emma,,['MKG-3'],['Lantai 2 2A-01A'],Baby & children`s clothing,,,,021 4584 9069,,available,,available,available
https://www.malkelapagading.com/directory/liang-sandwich,http://images.malkelapagading.com/tenant/Liang-Sandwichlogo.jpg,Dining,Food Temptation,Liang Sandwich,http://images.malkelapagading.com/tenant/Liang-Sandwichfoto.jpg,['MKG-3'],['Lantai 3 K-03'],"Liang Chicken Sandwich, Chicken Bolognaise Sandwich, Blackpepper Chicken Sandwich, Ham & Cheese Sandwich, Mushroom & Egg Sandwich",Gedung Parkir 2 Lantai 3,,,,,,,,
https://www.malkelapagading.com/directory/loccitane,http://images.malkelapagading.com/tenant/Loccitanelogo.jpg,Shopping,Health & Beauty,Loccitane,http://images.malkelapagading.com/tenant/Loccitanefoto.jpg,['MKG-3'],['Lantai Dasar 46A'],Bath & Body Care,Gedung Parkir 3 Basement P1/P1A,,,02145853679,available,available,,,
https://www.malkelapagading.com/directory/lumi-japan-beauty,http://images.malkelapagading.com/tenant/Lumi-Japan-Beautylogo.jpg,Shopping,Health & Beauty,Lumi Japan Beauty,http://images.malkelapagading.com/tenant/Lumi-Japan-Beautyfoto.jpg,['Gading Walk'],['Lantai Dasar Arcade 40'],"Facial, Skin Care",Gedung Parkir 2 Basement P1/P1A,,,02145864942,,,,,
https://www.malkelapagading.com/directory/lunas-doughnut,http://images.malkelapagading.com/tenant/Luna-Doughnutlogo-63.jpg,Dining,Food & Beverages,Lunas Doughnut,http://images.malkelapagading.com/tenant/Lunas-Doughnutfoto-36.jpg,['MKG-3'],['Lantai 3 51'],Donut,,,,,,,,available,available
https://www.malkelapagading.com/directory/luxcell,http://images.malkelapagading.com/tenant/Luxcelllogo-44.jpg,Shopping,Health & Beauty,Luxcell Clinic,http://images.malkelapagading.com/tenant/Luxcellfoto.jpg,['MKG-2'],['Lantai Dasar 125 D-F'],"Korean Beauty & Anti Aging Clinic trained & managed by Luxcell Medical Korea (Facial Korea, Brightening Laser, Rejuvenation Laser, Pigmentation Laser, Skin Botox, Filler, Sulam Alis, Removal Laser)",Gedung Parkir 2 Basement,,,08119786556,,,,,
https://www.malkelapagading.com/directory/mama-roz,http://images.malkelapagading.com/tenant/Mama-Rozlogo.jpg,Dining,Food & Beverages,Mama Roz,http://images.malkelapagading.com/tenant/Mama-Rozfoto.jpg,['MKG-1'],['Lantai Dasar K 101'],Cold Press & Fresh Juice,Gedung Parkir 2 Basement,,,02129002300,,,,,
https://www.malkelapagading.com/directory/bank-mandiri,http://images.malkelapagading.com/tenant/Bank-Mandirilogo.jpg,Shopping,Specialist Shop & Services,Mandiri,http://images.malkelapagading.com/tenant/Bank-Mandirifoto.jpg,['MKG-3'],['Lantai Dasar 47'],Service perbankan & mesin ATM,Gedung Parkir 3 Basement P1/P1A,,,02145853741,,,,,
https://www.malkelapagading.com/directory/manzone,http://images.malkelapagading.com/tenant/manZONElogo-12.jpg,Shopping,Fashion & Accesories,manZONE,http://images.malkelapagading.com/tenant/manZONEfoto-12.jpg,['MKG-3'],['Lantai 2 32'],"Pakaian, tas, sepatu untuk pria",Gedung Parkir 3 Basement,,,,,,,,
https://www.malkelapagading.com/directory/marketing-gallery-the-kensington-royal,http://images.malkelapagading.com/tenant/Marketing-Gallery-The-Kensington-Royal2.jpg,Shopping,Specialist Shop & Services,Marketing Gallery The Kensington Royal Suites,http://images.malkelapagading.com/tenant/Marketing-Gallery-The-Kensington-Royal1.jpg,,,Kantor Pemasaran Proyek Summarecon,Gedung Parkir 3,,,02145878512,,,,,
https://www.malkelapagading.com/directory/mark-and-spencer,http://images.malkelapagading.com/tenant/Marks-Spencerlogo-82.jpg,Shopping,Fashion & Accesories,Marks & Spencer,http://images.malkelapagading.com/tenant/Marks-Spencerfoto.jpg,['MKG-3'],['Lantai Dasar 18-19A'],"Pakaian, sepatu, beauty, aksesoris, makanan",Gedung Parkir 3 Basement,,,02145855025,available,available,,,
https://www.malkelapagading.com/directory/martha-tilaar,http://images.malkelapagading.com/tenant/Martha-Tilaar-Shoplogo.jpg,Shopping,Health & Beauty,Martha Tilaar Shop,http://images.malkelapagading.com/tenant/Martha-Tilaar-Shopfoto.jpg,['MKG-2'],['Lantai Dasar 120-122'],"Produk kecantikan, perawatan, makeup untuk wanita",Gedung Parkir 2 Basement P1/P1A,,,0214533386,,available,,,
https://www.malkelapagading.com/directory/master-squid,http://images.malkelapagading.com/tenant/Master-Squidlogo1.jpg,Dining,F & B Delivery,Master Squid,http://images.malkelapagading.com/tenant/Master-Squidfoto2.jpg,['Gading Walk'],['Lantai Dasar C-02'],"Crispy Giant Squid, Squinion, Squid Head, Squiddy Meal Box, Milo Dino",Gedung Parkir 2 Basement P1/P1A,,allowed,,,available,available,available,
https://www.malkelapagading.com/directory/may-may-salon,http://images.malkelapagading.com/tenant/May-May-Salonlogo.jpg,Shopping,Health & Beauty,May May Salon,http://images.malkelapagading.com/tenant/May-May-Salonfoto.jpg,['MKG-3'],['Lantai 1 32'],Jasa salon & makeup,Gedung Parkir 3,,,02145853880,,,,,
https://www.malkelapagading.com/directory/mcdonalds-dessert,http://images.malkelapagading.com/tenant/McDonalds-Dessertlogo.jpg,Dining,Food Temptation,McDonald's Dessert,http://images.malkelapagading.com/tenant/McDonalds-Dessertfoto.jpg,['MKG-3'],['Lantai 3 K-09'],Ice Cream,Gedung Parkir 2/3,,,,,,,,
https://www.malkelapagading.com/directory/meiso-reflexology,http://images.malkelapagading.com/tenant/Meiso-Reflexologylogo1.jpg,Shopping,Health & Beauty,Meiso Reflexology,http://images.malkelapagading.com/tenant/Meiso-Reflexologyfoto1.jpg,['MKG-5'],['Lantai Dasar 67A'],Jasa Reflexology,Gedung Parkir 5 Basement P1/P1A | Parkir L4,,,02145853618,,,,,
https://www.malkelapagading.com/directory/melissa-clube,http://images.malkelapagading.com/tenant/Melissa-Clubelogo-76.jpg,Shopping,Bags & Shoes,Melissa Clube,http://images.malkelapagading.com/tenant/Melissa-Clubefoto-39.jpg,['MKG-2'],['Lantai 1 228'],Bag & Shoes,,,,087876699585,,available,,available,available
https://www.malkelapagading.com/directory/mi-official-store,http://images.malkelapagading.com/tenant/Mi-Official-Storelogo.jpg,Shopping,"Electronics, IT, Gadgets",Mi Official Store,http://images.malkelapagading.com/tenant/Mi-Official-Storefoto1.jpg,['MKG-1'],"['Lantai 1 286, 282 , 294']",Xiaomi products,Gedung Parkir 2 Lt. 2,,,02145853695,available,available,,,
https://www.malkelapagading.com/directory/mie-hopeng,http://images.malkelapagading.com/tenant/Mie-Hopenglogo4.jpg,Dining,F & B Delivery,Mie Hopeng,http://images.malkelapagading.com/tenant/Mie-Hopengfoto2.jpg,['MKG-3'],['Lantai 3 K 21'],"Mie Vegetarian : Mie Goreng Original, Mie Goreng Jamur, Mie Goreng Sambal Matah, Mie Goreng Tofu Nanas, Mie Soto Kulit Tahu, Mie Soto Sayur Krecek Kacang Tolo",Gedung Parkir 3,,,,,,available,,
https://www.malkelapagading.com/directory/melissa-shoes,http://images.malkelapagading.com/tenant/Mini-Melissa-logo-52.jpg,Shopping,Fashion & Accesories,Mini Melissa,http://images.malkelapagading.com/tenant/Mini-Melissa-foto-29.jpg,['MKG-3'],['Lantai 2 39'],"Sepatu, sandal",Gedung Parkir 2/3,,,083871972955,,available,,,
https://www.malkelapagading.com/directory/miniso,http://images.malkelapagading.com/tenant/MINISOlogo.jpg,Shopping,Home & Furnishing,MINISO,http://images.malkelapagading.com/tenant/MINISOfoto.jpg,['MKG-1'],['Lantai Dasar 169-171'],"Kitchen utensils, home furnishing, beauty tools, accessories, bag, headphones/earphones, powerbank, note book, stationary, etc",Gedung Parkir 2 Basement P1/P1A,,,0214525396,,,,,
https://www.malkelapagading.com/directory/minoshe,http://images.malkelapagading.com/tenant/Minoshelogo.jpg,Shopping,Fashion & Accesories,Minoshe,http://images.malkelapagading.com/tenant/Minoshefoto.jpg,['MKG-3'],['Lantai 2 33'],Underwear wanita,Gedung Parkir 3,,,02145853735,,,,,
https://www.malkelapagading.com/directory/miss-mondial,http://images.malkelapagading.com/tenant/Miss-Mondiallogo.jpg,Shopping,Fashion & Accesories,Miss Mondial,http://images.malkelapagading.com/tenant/Miss-Mondialfoto.jpg,['MKG-3'],['Lantai Dasar 21'],Perhiasan,Gedung Parkir 3 Basement P1/P1A,,,02145853847,,,,,
https://www.malkelapagading.com/directory/mister-donut,http://images.malkelapagading.com/tenant/Mister-Donutlogo-19.jpg,Dining,F & B Delivery,Mister Donut,http://images.malkelapagading.com/tenant/Mister-Donutfoto-52.jpg,['Gading Walk'],['Lantai Dasar IC 03'],"Doughnuts, coffee, muffins, and pastries",Gedung Parkir 2/5 Basement,MKG 2 Lantai Dasar,allowed,,,available,,,
https://www.malkelapagading.com/directory/mkg-x-danjyo-hiyoji,http://images.malkelapagading.com/tenant/MKG-X-Danjyo-Hiyojilogo-96.jpg,Shopping,Fashion & Accesories,MKG X Danjyo Hiyoji,http://images.malkelapagading.com/tenant/MKG-X-Danjyo-Hiyojifoto-21.jpg,,,"Tote bag kolaborasi MKG X Danjyo Hiyoji | Pilihan warna : Hitam, Putih, Navy | Harga : Rp 275.000,-",Gedung Parkir 2/3,,,081802938111,,available,,,
https://www.malkelapagading.com/directory/mochi-mochi,http://images.malkelapagading.com/tenant/Mochi-Mochiologo-24.jpg,Dining,Food & Beverages,Mochi Mochio,http://images.malkelapagading.com/tenant/Mochi-Mochiofoto-65.jpg,['MKG-1'],['Lantai 1 K 299'],Traditional Taiwanese Mochi,Gedung Parkir 2 Basement,,,081290908737,,,,,
https://www.malkelapagading.com/directory/momo-paradise,http://images.malkelapagading.com/tenant/MOMO-Paradiselogo.jpg,Dining,Food & Beverages,MOMO Paradise,http://images.malkelapagading.com/tenant/MOMO-Paradisefoto-23.jpg,['MKG-5'],['Lantai Dasar 70 - 71'],"Authentic Shabu-Shabu & Sukiyaki Est. 1993 in Kabukicho, Tokyo",Gedung Parkir 5 Basement,,,,,,,,
https://www.malkelapagading.com/directory/momoiro,http://images.malkelapagading.com/tenant/MOMOIROlogo1.jpg,Dining,Food & Beverages,MOMOIRO,http://images.malkelapagading.com/tenant/MOMOIROfoto.jpg,['MKG-3'],['Lantai 2 TK-201'],"Pillow Cake : Vanilla Custard, Cheese, Pandan, Creamy Salted Egg Yolk, Matcha, Coffee, Double Chocolate, Caramel Honey & Cheese Sauce, Chocolate Vanila Cake, Purple Sweet Potato",Gedung Parkir 2/3,,,,,,,,
https://www.malkelapagading.com/directory/mooimom,http://images.malkelapagading.com/tenant/MOOIMOMlogo.jpg,Shopping,"Kids, Toys, Maternity",MOOIMOM,http://images.malkelapagading.com/tenant/MOOIMOMfoto.jpg,['MKG-3'],['Lantai 2 15'],Perlengkapan calon ibu & bayi,Gedung Parkir 3,,,,,,,,
https://www.malkelapagading.com/directory/moro-bake-shop,http://images.malkelapagading.com/tenant/MORO-Bake-Shoplogo-67.jpg,Dining,F & B Delivery,MORO Bake Shop & Coffee,http://images.malkelapagading.com/tenant/MORO-Bake-Shopfoto-96.jpg,['MKG-3'],['Lantai 3 K-23'],"Aneka Roti, Roti Sobek, Pastry, Snack & Kopi Susu",Gedung Parkir 3 Lantai 3,,,,available,available,available,,
https://www.malkelapagading.com/directory/moro-bakeshop-and-coffee,http://images.malkelapagading.com/tenant/Planet-Popcornlogo.jpg,Dining,Food Temptation,Moro Bakeshop & Coffee,http://images.malkelapagading.com/tenant/Planet-Popcornfoto.jpg,,,"Roti & Kue Traditional, Snackbox",Gedung Parkir 3,,,,,,,,
https://www.malkelapagading.com/directory/mothercare,http://images.malkelapagading.com/tenant/Mothercarelogo.jpg,Shopping,"Kids, Toys, Maternity",Mothercare,http://images.malkelapagading.com/tenant/Mothercarefoto4.jpg,['MKG-3'],['Lantai 2 35-36A'],"Baju, sepatu, mainan, perlengkapan bayi & anak-anak",Gedung Parkir 3 Basement P1/P1A,,,02145853815,,available,,,
https://www.malkelapagading.com/directory/my-feet,http://images.malkelapagading.com/tenant/My-Feetlogo2.jpg,Shopping,Bags & Shoes,My Feet,http://images.malkelapagading.com/tenant/My-Feetfoto-44.jpg,['MKG-3'],['Lantai 2 28'],Sendal kesehatan,Gedung Parkir 2 Lantai 2,,,0214533343,,,,,
https://www.malkelapagading.com/directory/my-nail,http://images.malkelapagading.com/tenant/My-Naillogo2.jpg,Shopping,Health & Beauty,My Nail,http://images.malkelapagading.com/tenant/My-Nailfoto3.jpg,['Gading Walk'],['Lantai Dasar Arcade 18'],"Jasa nail art, menipedi, french menicure / pedicure, hand & foot spa",Gedung Parkir 2 Basement P1A/Parkir L6/L5,,,,,,,,
https://www.malkelapagading.com/directory/myer-jewellery,http://images.malkelapagading.com/tenant/Myer-Jewellerylogo.jpg,Shopping,Fashion & Accesories,Myer Jewellery,http://images.malkelapagading.com/tenant/Myer-Jewelleryfoto.jpg,['MKG-2'],['Lantai 1 241 & 243'],Perhiasan,Gedung Parkir 2 Lt. 2 P2/P2A,,,0214529684,,,,,
https://www.malkelapagading.com/directory/nasi-pedas-kampung-bali,http://images.malkelapagading.com/tenant/Nasi-Bakar-Pusatlogo.jpg,Dining,F & B Delivery,Nasi Pedas Kampung Bali,http://images.malkelapagading.com/tenant/Nasi-Bakar-Pusatfoto.jpg,['MKG-3'],['Lantai 3 FCL-06'],"Nasi Bakar Ayam, Nasi Bakar Udang, Nasi Bakar Empal, Nasi Bakar Cumi, Nasi Bakar Ikan",Gedung Parkir 3,,,087888360383,,,available,,
https://www.malkelapagading.com/directory/natural-farm,http://images.malkelapagading.com/tenant/Natural-Farmlogo-5.jpg,Shopping,Health & Beauty,Natural Farm,http://images.malkelapagading.com/tenant/Natural-Farmfoto.jpg,['MKG-3'],['Lantai 3 K 26'],"Vitamin, Health food, Sport Nutrition, Natural Cosmetics",Gedung Parkir 3 Lt. 3 P3,,,0214529615,available,available,,,
https://www.malkelapagading.com/directory/nature-republic,http://images.malkelapagading.com/tenant/Nature-Republiclogo.jpg,Shopping,Health & Beauty,Nature Republic,http://images.malkelapagading.com/tenant/Nature-Republicfoto.jpg,['MKG-1'],"['Lantai 1 278, 280, 282, 284']","Cosmetic, beauty care",Gedung Parkir 2 Lt. 2 P2/P2A,,,0214525098,,,,,
https://www.malkelapagading.com/directory/new-balance,http://images.malkelapagading.com/tenant/New-Balancelogo-50.jpg,Shopping,Sports & Lifestyle,New Balance,http://images.malkelapagading.com/tenant/New-Balancefoto-8.jpg,['MKG-2'],['Lantai Dasar 147'],Sport shoes & accessories,Gedung Parkir 2 Basement P1/P1A,,,,,,,,
https://www.malkelapagading.com/directory/new-eropa-watch,http://images.malkelapagading.com/tenant/New-Eropa-Watchlogo1.jpg,Shopping,Fashion & Accesories,New Eropa Watch,http://images.malkelapagading.com/tenant/New-Eropa-Watchfoto1.jpg,['MKG-2'],['Lantai Dasar 143'],"Jam tangan, watches",Gedung Parkir 2 Basement P1/P1A,,,0214530688,,,,,
https://www.malkelapagading.com/directory/new-metro-jewellery,http://images.malkelapagading.com/tenant/New-Metro-Jewellerylogo.jpg,Shopping,Fashion & Accesories,New Metro Jewellery,http://images.malkelapagading.com/tenant/New-Metro-Jewelleryfoto.jpg,['MKG-2'],['Lantai Dasar 140 A-B'],Perhiasan,Gedung Parkir 2 Basement P1/P1A,,,0214533417,,,,,
https://www.malkelapagading.com/directory/paris-jewellery,http://images.malkelapagading.com/tenant/New-Parislogo.jpg,Shopping,Fashion & Accesories,New Paris,http://images.malkelapagading.com/tenant/Paris-Jewelleryfoto.jpg,['MKG-2'],['Lantai 1 232A'],Perhiasan,Gedung Parkir 2 Lt. 2 P2/P2A,,,0214529530,,,,,
https://www.malkelapagading.com/directory/new-utama,http://images.malkelapagading.com/tenant/New-Utamalogo1.jpg,Shopping,Fashion & Accesories,New Utama,http://images.malkelapagading.com/tenant/New-Utamafoto.jpg,['MKG-2'],['Lantai Dasar 142'],Jam Tangan atau Arloji,Gedung Parkir 2 Basement P1/P1A,,,,,,,,
https://www.malkelapagading.com/directory/nike,http://images.malkelapagading.com/tenant/NIKElogo.jpg,Shopping,Shop From Home,NIKE,http://images.malkelapagading.com/tenant/NIKEfoto4.jpg,['MKG-3'],['Lantai Dasar 08 A-B'],"NIKE shoes, clothing, sport gear& accessories",Gedung Parkir 3 Basement P1/P1A,,,,available,available,,,
https://www.malkelapagading.com/directory/owl,http://images.malkelapagading.com/tenant/O-W-Llogo.jpg,Shopping,Fashion & Accesories,O.W.L,http://images.malkelapagading.com/tenant/O-W-Lfoto1.jpg,['MKG-3'],['Lantai 2 16A'],"Glasses, kacamata, aksesoris kacamata",Gedung Parkir 2 Lantai 3,,,02145878528,,,,,
https://www.malkelapagading.com/directory/obermain,http://images.malkelapagading.com/tenant/Obermainlogo-90.jpg,Shopping,Bags & Shoes,Obermain,http://images.malkelapagading.com/tenant/Obermainfoto.jpg,['MKG-2'],['Lantai 1 234'],A sophisticated shoe brand from Germany inspired by modern urban lifestyle.,Gedung Parkir 3/5 Basement,,,,available,available,,,
https://www.malkelapagading.com/directory/old-chang-kee,http://images.malkelapagading.com/tenant/Old-Chang-Keelogo-22.jpg,Dining,Gading Walk,Old Chang Kee,http://images.malkelapagading.com/tenant/Old-Chang-Keefoto-54.jpg,['Gading Walk'],['Lantai Dasar GW-Arcade 01'],Singapore Snack,,,,,,available,,available,available
https://www.malkelapagading.com/directory/olivia-burton-watch,http://images.malkelapagading.com/tenant/Olivia-Burton-Watchlogo.jpg,Shopping,Fashion & Accesories,Olivia Burton Watch,http://images.malkelapagading.com/tenant/Olivia-Burton-Watchfoto.jpg,['MKG-3'],['Lantai 1 K-103B'],"Women watch, arloji, jam tangan wanita",Gedung Parkir 3 Basement,,,02145853778,,,,,
https://www.malkelapagading.com/directory/olla-beauty-studio,http://images.malkelapagading.com/tenant/Olla-Beauty-Studiologo.jpg,Shopping,Health & Beauty,Olla Beauty Studio,http://images.malkelapagading.com/tenant/Olla-Beauty-Studiofoto.jpg,['MKG-3'],['Basement KB 12'],"Nail salon, maicure pedicure, eyelashes extension",Gedung Parkir 3/5 Basement,,,081237299797,,,,,
https://www.malkelapagading.com/directory/omega,http://images.malkelapagading.com/tenant/Omegalogo.jpg,Shopping,Fashion & Accesories,Omega,http://images.malkelapagading.com/tenant/Omegafoto1.jpg,['MKG-3'],['Lantai Dasar 41'],"Arloji, watches, jam tangan",Gedung Parkir 3 Basement,,,02145864984,,,,,
https://www.malkelapagading.com/directory/one-piece-salon,http://images.malkelapagading.com/tenant/One-Piece-Salonlogo.jpg,Shopping,Health & Beauty,One Piece Hair Studio,http://images.malkelapagading.com/tenant/One-Piece-Salonfoto.jpg,['MKG-3'],['Lantai 2 43D'],Salon,Gedung Parkir 3,,,02145878359,available,available,,,
https://www.malkelapagading.com/directory/oppo,http://images.malkelapagading.com/tenant/Oppologo-84.jpg,Shopping,"Electronics, IT, Gadgets",Oppo,http://images.malkelapagading.com/tenant/Global-Teleshopfoto.jpg,['MKG-1'],['Lantai 1 296 & 298'],Gadget,Gedung Parkir 2 Lt. 2 P2/P2A,,,,,,,,
https://www.malkelapagading.com/directory/optik-melawai,http://images.malkelapagading.com/tenant/Optik-Melawailogo-17.jpg,Shopping,Fashion & Accesories,Optik Melawai,http://images.malkelapagading.com/tenant/Optik-Melawaifoto.jpg,['MKG-3'],['Lantai Dasar 22'],"Kacamata, frame, contact lens",Gedung Parkir 2/3,,,0214529679,available,available,,,
https://www.malkelapagading.com/directory/optik-seis,http://images.malkelapagading.com/tenant/Optik-Seislogo.jpg,Shopping,Fashion & Accesories,Optik Seis,http://images.malkelapagading.com/tenant/Optik-Seisfoto2.jpg,['MKG-2'],['Lantai Dasar 145'],"Kacamata, frame, contact lens",Gedung Parkir 2 Basement P1/P1A,,,0214533423,,,,,
https://www.malkelapagading.com/directory/optik-seis-signature,http://images.malkelapagading.com/tenant/Optik-Seis-Signaturelogo.jpg,Shopping,Fashion & Accesories,Optik Seis Signature,http://images.malkelapagading.com/tenant/Optik-Seis-Signaturefoto1.jpg,['MKG-3'],['Lantai Dasar 9'],"Kacamata, frame, contact lens",Gedung Parkir 3 Basement P1/P1A,,,,available,,,,
https://www.malkelapagading.com/directory/optik-tunggal,http://images.malkelapagading.com/tenant/Optik-Tunggallogo.jpg,Shopping,Fashion & Accesories,Optik Tunggal,http://images.malkelapagading.com/tenant/Optik-Tunggalfoto.jpg,['MKG-3'],['Lantai Dasar 19B'],"Kacamata, frame, contact lens",Gedung Parkir 3 Basement - P1/P1A,,,02145853828,available,available,,,
